order_id,sales_order_number,customer_id,customer_name,customer_priority_class,product_code,product_category,order_quantity_tons,destination_city,destination_state,order_date,requested_delivery_date,delivery_due_days,penalty_applicable_flag,penalty_cost_per_day,transport_mode_requested,order_status,special_instructions
140,SO-BSP-2026-00140,CUST-0140,Mahindra & Mahindra Unit-3,Medium,PIG-IRON,Raw,679.0,Faridabad,Haryana,2026-03-07,2026-03-23,3,True,31337,Rail,Pending,
141,SO-BSP-2026-00141,CUST-0141,Hero MotoCorp Unit-3,Low,HR-COIL,Flat,1000.4,Meerut,Uttar Pradesh,2026-02-25,2026-04-01,12,True,122474,Rail,Pending,
142,SO-BSP-2026-00142,CUST-0142,Bajaj Auto Unit-3,High,CR-SHEET,Flat,1003.8,Rajkot,Gujarat,2026-02-27,2026-03-24,4,True,123692,Rail,Pending,Night loading OK
143,SO-BSP-2026-00143,CUST-0143,TVS Motor Unit-3,High,PLATE-H,Flat,906.3,Coimbatore,Tamil Nadu,2026-02-28,2026-03-30,10,True,294495,Rail,Pending,
144,SO-BSP-2026-00144,CUST-0144,Ashok Leyland Unit-3,Medium,PLATE-M,Flat,702.1,Jabalpur,Madhya Pradesh,2026-03-07,2026-03-28,8,True,149239,Rail,In Process,Day shift only
145,SO-BSP-2026-00145,CUST-0145,Kirloskar Brothers Unit-3,Low,SLAB-A,Semi-Finished,647.4,Gwalior,Madhya Pradesh,2026-03-09,2026-03-30,10,True,118570,Rail,In Process,Night loading OK
146,SO-BSP-2026-00146,CUST-0146,Thermax Ltd Unit-3,Low,SLAB-B,Semi-Finished,532.2,Vijayawada,Andhra Pradesh,2026-03-04,2026-04-02,13,True,65546,Rail,Pending,
147,SO-BSP-2026-00147,CUST-0147,Cummins India Unit-3,High,BILLET-S,Semi-Finished,898.4,Jodhpur,Rajasthan,2026-02-28,2026-03-24,4,True,80460,Rail,In Process,Handle with care
148,SO-BSP-2026-00148,CUST-0148,ABB India Unit-3,High,BILLET-H,Semi-Finished,1065.1,Madurai,Tamil Nadu,2026-02-24,2026-04-03,14,True,132857,Rail,Pending,Day shift only
149,SO-BSP-2026-00149,CUST-0149,Siemens India Unit-3,Low,TMT-12,Long,993.0,Raipur,Chhattisgarh,2026-02-19,2026-03-29,9,True,108611,Rail,In Process,
150,SO-BSP-2026-00150,CUST-0150,Alstom India Unit-3,High,TMT-16,Long,625.2,Kota,Rajasthan,2026-03-03,2026-03-23,3,True,22724,Rail,Pending,Night loading OK
151,SO-BSP-2026-00151,CUST-0151,Tata Steel Ltd Unit-4,High,TMT-20,Long,1334.6,Ranchi,Jharkhand,2026-02-24,2026-03-31,11,True,245068,Rail,Pending,
152,SO-BSP-2026-00152,CUST-0152,JSW Steel Unit-4,High,WIRE-ROD,Long,1349.3,Howrah,West Bengal,2026-02-25,2026-03-21,1,True,275492,Rail,In Process,
153,SO-BSP-2026-00153,CUST-0153,RINL Vizag Unit-4,High,STRUCT-A,Long,461.6,Dhanbad,Jharkhand,2026-03-03,2026-03-27,7,True,40687,Rail,Pending,
154,SO-BSP-2026-00154,CUST-0154,JSPL Raigarh Unit-4,Medium,PIG-IRON,Raw,1094.5,Jamshedpur,Jharkhand,2026-02-25,2026-03-29,9,True,143464,Rail,Pending,
155,SO-BSP-2026-00155,CUST-0155,Essar Steel Unit-4,Medium,HR-COIL,Flat,678.3,Bhilai,Chhattisgarh,2026-03-12,2026-04-02,13,True,35391,Rail,Pending,Night loading OK
156,SO-BSP-2026-00156,CUST-0156,SAIL Durgapur Unit-4,Medium,CR-SHEET,Flat,1158.5,Durgapur,West Bengal,2026-03-18,2026-03-23,3,True,184255,Rail,In Process,
157,SO-BSP-2026-00157,CUST-0157,Bhushan Steel Unit-4,High,PLATE-H,Flat,540.2,Rourkela,Odisha,2026-02-27,2026-03-31,11,True,68703,Rail,Pending,
158,SO-BSP-2026-00158,CUST-0158,Uttam Galva Unit-4,Medium,PLATE-M,Flat,751.0,Bokaro,Jharkhand,2026-03-02,2026-03-31,11,True,179591,Rail,In Process,Night loading OK
159,SO-BSP-2026-00159,CUST-0159,Rashtriya Ispat Nigam Unit-4,Medium,SLAB-A,Semi-Finished,788.7,Allahabad,Uttar Pradesh,2026-03-18,2026-03-27,7,True,204885,Rail,In Process,Night loading OK
160,SO-BSP-2026-00160,CUST-0160,Kalyani Steels Unit-4,Low,SLAB-B,Semi-Finished,811.9,Varanasi,Uttar Pradesh,2026-03-13,2026-03-24,4,True,221303,Rail,In Process,Day shift only
161,SO-BSP-2026-00161,CUST-0161,Mahindra Steel Unit-4,Low,BILLET-S,Semi-Finished,701.1,Mumbai,Maharashtra,2026-02-19,2026-03-22,2,True,35255,Rail,Pending,
162,SO-BSP-2026-00162,CUST-0162,L&T Construction Unit-4,Medium,BILLET-H,Semi-Finished,1413.7,Delhi,Delhi,2026-03-11,2026-03-31,11,True,284463,Rail,In Process,Day shift only
163,SO-BSP-2026-00163,CUST-0163,Adani Ports Unit-4,Medium,TMT-12,Long,809.1,Kolkata,West Bengal,2026-02-28,2026-03-24,4,True,57732,Rail,Pending,
164,SO-BSP-2026-00164,CUST-0164,GMR Infrastructure Unit-4,Medium,TMT-16,Long,639.1,Chennai,Tamil Nadu,2026-03-07,2026-03-23,3,True,24820,Rail,Dispatched,Day shift only
165,SO-BSP-2026-00165,CUST-0165,Hindustan Zinc Unit-4,Medium,TMT-20,Long,1095.3,Hyderabad,Telangana,2026-02-28,2026-03-22,2,True,143724,Rail,In Process,Handle with care
166,SO-BSP-2026-00166,CUST-0166,Vedanta Resources Unit-4,Low,WIRE-ROD,Long,901.8,Pune,Maharashtra,2026-03-16,2026-03-26,6,True,90294,Rail,Pending,
167,SO-BSP-2026-00167,CUST-0167,NMDC Ltd Unit-4,High,STRUCT-A,Long,846.0,Ahmedabad,Gujarat,2026-03-07,2026-03-27,7,True,246550,Rail,In Process,
168,SO-BSP-2026-00168,CUST-0168,Coal India Ltd Unit-4,High,PIG-IRON,Raw,1318.7,Surat,Gujarat,2026-03-16,2026-03-31,11,True,237509,Rail,Pending,
169,SO-BSP-2026-00169,CUST-0169,NTPC Ltd Unit-4,High,HR-COIL,Flat,856.0,Jaipur,Rajasthan,2026-02-28,2026-04-03,14,True,76996,Rail,Pending,Night loading OK
170,SO-BSP-2026-00170,CUST-0170,BHEL Trichy Unit-4,High,CR-SHEET,Flat,1397.6,Lucknow,Uttar Pradesh,2026-02-27,2026-04-03,14,True,301520,Rail,Pending,
171,SO-BSP-2026-00171,CUST-0171,Larsen & Toubro Unit-4,High,PLATE-H,Flat,545.6,Kanpur,Uttar Pradesh,2026-03-11,2026-03-27,7,True,70897,Rail,In Process,Handle with care
172,SO-BSP-2026-00172,CUST-0172,Shapoorji Pallonji Unit-4,High,PLATE-M,Flat,670.5,Nagpur,Maharashtra,2026-03-11,2026-03-28,8,True,131121,Rail,In Process,
173,SO-BSP-2026-00173,CUST-0173,Gammon India Unit-4,Low,SLAB-A,Semi-Finished,526.1,Visakhapatnam,Andhra Pradesh,2026-03-07,2026-03-25,5,True,63156,Rail,Dispatched,
174,SO-BSP-2026-00174,CUST-0174,Afcons Infrastructure Unit-4,Low,SLAB-B,Semi-Finished,905.3,Bhopal,Madhya Pradesh,2026-02-27,2026-03-21,1,True,293668,Rail,Pending,Priority delivery
175,SO-BSP-2026-00175,CUST-0175,IRB Infrastructure Unit-4,Low,BILLET-S,Semi-Finished,751.2,Patna,Bihar,2026-02-19,2026-03-22,2,True,45017,Rail,In Process,
176,SO-BSP-2026-00176,CUST-0176,HCC Ltd Unit-4,Medium,BILLET-H,Semi-Finished,645.7,Ludhiana,Punjab,2026-02-22,2026-03-31,11,True,25848,Rail,In Process,
177,SO-BSP-2026-00177,CUST-0177,NCC Ltd Unit-4,Low,TMT-12,Long,989.7,Agra,Uttar Pradesh,2026-02-24,2026-03-25,5,True,107532,Rail,In Process,
178,SO-BSP-2026-00178,CUST-0178,Dilip Buildcon Unit-4,High,TMT-16,Long,1481.0,Vadodara,Gujarat,2026-02-21,2026-04-01,12,True,320300,Rail,Pending,
179,SO-BSP-2026-00179,CUST-0179,PNC Infratech Unit-4,Low,TMT-20,Long,1392.2,Nashik,Maharashtra,2026-03-16,2026-03-21,1,True,273483,Rail,Pending,Day shift only
180,SO-BSP-2026-00180,CUST-0180,Ashoka Buildcon Unit-4,Medium,WIRE-ROD,Long,1223.6,Faridabad,Haryana,2026-02-28,2026-03-24,4,True,213333,Rail,In Process,
181,SO-BSP-2026-00181,CUST-0181,Indian Railways (SCR) Unit-4,High,STRUCT-A,Long,880.1,Meerut,Uttar Pradesh,2026-03-12,2026-04-03,14,True,273094,Rail,Pending,
182,SO-BSP-2026-00182,CUST-0182,Indian Railways (ECR) Unit-4,High,PIG-IRON,Raw,1393.8,Rajkot,Gujarat,2026-03-08,2026-03-27,7,True,274277,Rail,Pending,Night loading OK
183,SO-BSP-2026-00183,CUST-0183,Indian Railways (WR) Unit-4,High,HR-COIL,Flat,1027.8,Coimbatore,Tamil Nadu,2026-02-27,2026-03-29,9,True,132297,Rail,Pending,
184,SO-BSP-2026-00184,CUST-0184,DRDO Pune Unit-4,High,CR-SHEET,Flat,854.9,Jabalpur,Madhya Pradesh,2026-03-14,2026-03-23,3,True,76709,Rail,Pending,
185,SO-BSP-2026-00185,CUST-0185,HAL Bengaluru Unit-4,High,PLATE-H,Flat,813.8,Gwalior,Madhya Pradesh,2026-03-16,2026-04-02,13,True,222655,Rail,Pending,
186,SO-BSP-2026-00186,CUST-0186,BEL Hyderabad Unit-4,Medium,PLATE-M,Flat,752.3,Vijayawada,Andhra Pradesh,2026-03-13,2026-03-26,6,True,180398,Rail,Pending,
187,SO-BSP-2026-00187,CUST-0187,BEML Bengaluru Unit-4,High,SLAB-A,Semi-Finished,591.7,Jodhpur,Rajasthan,2026-03-18,2026-03-27,7,True,90995,Rail,In Process,
188,SO-BSP-2026-00188,CUST-0188,Maruti Suzuki Unit-4,Medium,SLAB-B,Semi-Finished,436.0,Madurai,Tamil Nadu,2026-03-19,2026-03-22,2,True,33152,Rail,Dispatched,Priority delivery
189,SO-BSP-2026-00189,CUST-0189,Tata Motors Unit-4,High,BILLET-S,Semi-Finished,1264.5,Raipur,Chhattisgarh,2026-02-21,2026-03-21,1,True,212608,Rail,Pending,
190,SO-BSP-2026-00190,CUST-0190,Mahindra & Mahindra Unit-4,High,BILLET-H,Semi-Finished,837.5,Kota,Rajasthan,2026-03-14,2026-03-27,7,True,64554,Rail,Pending,
191,SO-BSP-2026-00191,CUST-0191,Hero MotoCorp Unit-4,Low,TMT-12,Long,1432.0,Ranchi,Jharkhand,2026-03-08,2026-03-27,7,True,294011,Rail,In Process,
192,SO-BSP-2026-00192,CUST-0192,Bajaj Auto Unit-4,Medium,TMT-16,Long,818.5,Howrah,West Bengal,2026-03-17,2026-03-22,2,True,59970,Rail,Pending,Day shift only
193,SO-BSP-2026-00193,CUST-0193,TVS Motor Unit-4,Medium,TMT-20,Long,714.3,Dhanbad,Jharkhand,2026-02-20,2026-03-22,2,True,37722,Rail,Dispatched,Priority delivery
194,SO-BSP-2026-00194,CUST-0194,Ashok Leyland Unit-4,Medium,WIRE-ROD,Long,1293.9,Jamshedpur,Jharkhand,2026-03-16,2026-03-25,5,True,247119,Rail,Pending,Priority delivery
195,SO-BSP-2026-00195,CUST-0195,Kirloskar Brothers Unit-4,Low,STRUCT-A,Long,468.8,Bhilai,Chhattisgarh,2026-02-23,2026-03-24,4,True,42977,Rail,Pending,Day shift only
196,SO-BSP-2026-00196,CUST-0196,Thermax Ltd Unit-4,High,PIG-IRON,Raw,764.1,Durgapur,West Bengal,2026-02-28,2026-04-02,13,True,47721,Rail,Pending,
197,SO-BSP-2026-00197,CUST-0197,Cummins India Unit-4,Medium,HR-COIL,Flat,1096.4,Rourkela,Odisha,2026-02-20,2026-03-28,8,True,158505,Rail,Pending,Day shift only
198,SO-BSP-2026-00198,CUST-0198,ABB India Unit-4,High,CR-SHEET,Flat,1330.9,Bokaro,Jharkhand,2026-03-16,2026-04-03,14,True,265903,Rail,In Process,Handle with care
199,SO-BSP-2026-00199,CUST-0199,Siemens India Unit-4,Medium,PLATE-H,Flat,492.9,Allahabad,Uttar Pradesh,2026-03-06,2026-03-31,11,True,50987,Rail,Pending,
200,SO-BSP-2026-00200,CUST-0200,Alstom India Unit-4,Low,PLATE-M,Flat,556.4,Varanasi,Uttar Pradesh,2026-02-22,2026-04-03,14,True,75390,Rail,Dispatched,Priority delivery
201,SO-BSP-2026-00201,CUST-0201,Tata Steel Ltd Unit-5,High,SLAB-A,Semi-Finished,816.8,Mumbai,Maharashtra,2026-03-02,2026-03-29,9,True,224842,Rail,In Process,
202,SO-BSP-2026-00202,CUST-0202,JSW Steel Unit-5,High,SLAB-B,Semi-Finished,925.2,Delhi,Delhi,2026-03-19,2026-03-26,6,True,310460,Rail,Dispatched,Priority delivery
203,SO-BSP-2026-00203,CUST-0203,RINL Vizag Unit-5,High,BILLET-S,Semi-Finished,1047.6,Kolkata,West Bengal,2026-02-23,2026-03-29,9,True,126721,Rail,Dispatched,
204,SO-BSP-2026-00204,CUST-0204,JSPL Raigarh Unit-5,Medium,BILLET-H,Semi-Finished,733.0,Chennai,Tamil Nadu,2026-03-11,2026-03-21,1,True,41327,Rail,Pending,Priority delivery
205,SO-BSP-2026-00205,CUST-0205,Essar Steel Unit-5,Medium,TMT-12,Long,618.4,Hyderabad,Telangana,2026-03-05,2026-04-01,12,True,21735,Rail,Pending,
206,SO-BSP-2026-00206,CUST-0206,SAIL Durgapur Unit-5,High,TMT-16,Long,808.6,Pune,Maharashtra,2026-02-25,2026-03-24,4,True,57616,Rail,In Process,
207,SO-BSP-2026-00207,CUST-0207,Bhushan Steel Unit-5,Low,TMT-20,Long,722.3,Ahmedabad,Gujarat,2026-03-11,2026-04-03,14,True,39248,Rail,Pending,
208,SO-BSP-2026-00208,CUST-0208,Uttam Galva Unit-5,Low,WIRE-ROD,Long,1163.1,Surat,Gujarat,2026-03-18,2026-03-28,8,True,186250,Rail,Pending,
209,SO-BSP-2026-00209,CUST-0209,Rashtriya Ispat Nigam Unit-5,High,STRUCT-A,Long,451.3,Jaipur,Rajasthan,2026-02-25,2026-03-24,4,True,37567,Rail,Pending,Priority delivery
210,SO-BSP-2026-00210,CUST-0210,Kalyani Steels Unit-5,Low,PIG-IRON,Raw,1052.5,Lucknow,Uttar Pradesh,2026-03-04,2026-03-22,2,True,128436,Rail,Pending,
211,SO-BSP-2026-00211,CUST-0211,Mahindra Steel Unit-5,High,HR-COIL,Flat,1177.3,Kanpur,Uttar Pradesh,2026-03-10,2026-03-29,9,True,192429,Rail,Dispatched,
212,SO-BSP-2026-00212,CUST-0212,L&T Construction Unit-5,Low,CR-SHEET,Flat,1080.9,Nagpur,Maharashtra,2026-03-06,2026-03-26,6,True,152362,Rail,Pending,
213,SO-BSP-2026-00213,CUST-0213,Adani Ports Unit-5,Low,PLATE-H,Flat,494.7,Visakhapatnam,Andhra Pradesh,2026-02-24,2026-04-02,13,True,51637,Rail,In Process,Priority delivery
214,SO-BSP-2026-00214,CUST-0214,GMR Infrastructure Unit-5,Medium,PLATE-M,Flat,831.7,Bhopal,Madhya Pradesh,2026-03-12,2026-03-25,5,True,235791,Rail,Dispatched,
215,SO-BSP-2026-00215,CUST-0215,Hindustan Zinc Unit-5,Low,SLAB-A,Semi-Finished,782.3,Patna,Bihar,2026-03-03,2026-03-28,8,True,200433,Rail,Pending,
216,SO-BSP-2026-00216,CUST-0216,Vedanta Resources Unit-5,High,SLAB-B,Semi-Finished,795.4,Ludhiana,Punjab,2026-03-01,2026-04-03,14,True,209549,Rail,In Process,
217,SO-BSP-2026-00217,CUST-0217,NMDC Ltd Unit-5,High,BILLET-S,Semi-Finished,721.6,Agra,Uttar Pradesh,2026-03-02,2026-03-30,10,True,39116,Rail,Pending,Handle with care
218,SO-BSP-2026-00218,CUST-0218,Coal India Ltd Unit-5,High,BILLET-H,Semi-Finished,715.2,Vadodara,Gujarat,2026-02-28,2026-03-26,6,True,37888,Rail,Pending,Night loading OK
219,SO-BSP-2026-00219,CUST-0219,NTPC Ltd Unit-5,High,TMT-12,Long,1423.8,Nashik,Maharashtra,2026-02-23,2026-03-25,5,True,289753,Rail,Pending,
220,SO-BSP-2026-00220,CUST-0220,BHEL Trichy Unit-5,High,TMT-16,Long,956.6,Faridabad,Haryana,2026-03-07,2026-03-27,7,True,97272,Rail,Pending,Priority delivery
221,SO-BSP-2026-00221,CUST-0221,Larsen & Toubro Unit-5,High,TMT-20,Long,871.4,Meerut,Uttar Pradesh,2026-03-14,2026-04-03,14,True,73197,Rail,Pending,
222,SO-BSP-2026-00222,CUST-0222,Shapoorji Pallonji Unit-5,Medium,WIRE-ROD,Long,1002.0,Rajkot,Gujarat,2026-03-12,2026-03-28,8,True,123051,Rail,Pending,
223,SO-BSP-2026-00223,CUST-0223,Gammon India Unit-5,Low,STRUCT-A,Long,753.0,Coimbatore,Tamil Nadu,2026-03-03,2026-03-30,10,True,180837,Rail,Pending,
224,SO-BSP-2026-00224,CUST-0224,Afcons Infrastructure Unit-5,High,PIG-IRON,Raw,1448.6,Jabalpur,Madhya Pradesh,2026-03-04,2026-03-23,3,True,302796,Rail,Pending,Handle with care
225,SO-BSP-2026-00225,CUST-0225,IRB Infrastructure Unit-5,Low,HR-COIL,Flat,829.8,Gwalior,Madhya Pradesh,2026-02-20,2026-03-31,11,True,69878,Rail,In Process,Night loading OK
226,SO-BSP-2026-00226,CUST-0226,HCC Ltd Unit-5,High,CR-SHEET,Flat,1373.7,Vijayawada,Andhra Pradesh,2026-03-15,2026-03-27,7,True,288480,Rail,Pending,Night loading OK
227,SO-BSP-2026-00227,CUST-0227,NCC Ltd Unit-5,Low,PLATE-H,Flat,397.2,Jodhpur,Rajasthan,2026-02-20,2026-03-28,8,True,23145,Rail,In Process,
228,SO-BSP-2026-00228,CUST-0228,Dilip Buildcon Unit-5,Medium,PLATE-M,Flat,692.9,Madurai,Tamil Nadu,2026-03-18,2026-03-27,7,True,143838,Rail,Dispatched,Handle with care
229,SO-BSP-2026-00229,CUST-0229,PNC Infratech Unit-5,Medium,SLAB-A,Semi-Finished,736.9,Raipur,Chhattisgarh,2026-02-19,2026-03-22,2,True,170500,Rail,In Process,Priority delivery
230,SO-BSP-2026-00230,CUST-0230,Ashoka Buildcon Unit-5,High,SLAB-B,Semi-Finished,442.4,Kota,Rajasthan,2026-03-08,2026-03-22,2,True,34963,Rail,Pending,Night loading OK
231,SO-BSP-2026-00231,CUST-0231,Indian Railways (SCR) Unit-5,High,BILLET-S,Semi-Finished,729.8,Ranchi,Jharkhand,2026-03-03,2026-04-03,14,True,40708,Rail,In Process,
232,SO-BSP-2026-00232,CUST-0232,Indian Railways (ECR) Unit-5,High,BILLET-H,Semi-Finished,975.6,Howrah,West Bengal,2026-02-25,2026-04-03,14,True,103106,Rail,In Process,
233,SO-BSP-2026-00233,CUST-0233,Indian Railways (WR) Unit-5,High,TMT-12,Long,1457.9,Dhanbad,Jharkhand,2026-02-26,2026-03-22,2,True,307792,Rail,Dispatched,
234,SO-BSP-2026-00234,CUST-0234,DRDO Pune Unit-5,High,TMT-16,Long,1131.6,Jamshedpur,Jharkhand,2026-02-20,2026-04-03,14,True,157381,Rail,Dispatched,
235,SO-BSP-2026-00235,CUST-0235,HAL Bengaluru Unit-5,High,TMT-20,Long,1428.7,Bhilai,Chhattisgarh,2026-03-01,2026-04-03,14,True,292260,Rail,Pending,
236,SO-BSP-2026-00236,CUST-0236,BEL Hyderabad Unit-5,Low,WIRE-ROD,Long,1271.1,Durgapur,West Bengal,2026-03-07,2026-03-31,11,True,235885,Rail,In Process,
237,SO-BSP-2026-00237,CUST-0237,BEML Bengaluru Unit-5,Medium,STRUCT-A,Long,644.0,Rourkela,Odisha,2026-03-15,2026-04-03,14,True,116774,Rail,In Process,Handle with care
238,SO-BSP-2026-00238,CUST-0238,Maruti Suzuki Unit-5,Medium,PIG-IRON,Raw,1297.9,Bokaro,Jharkhand,2026-03-07,2026-03-31,11,True,227831,Rail,Pending,
239,SO-BSP-2026-00239,CUST-0239,Tata Motors Unit-5,High,HR-COIL,Flat,600.9,Allahabad,Uttar Pradesh,2026-03-03,2026-03-30,10,True,22235,Rail,Pending,
240,SO-BSP-2026-00240,CUST-0240,Mahindra & Mahindra Unit-5,Medium,CR-SHEET,Flat,678.7,Varanasi,Uttar Pradesh,2026-03-17,2026-03-30,10,True,35484,Rail,In Process,
241,SO-BSP-2026-00241,CUST-0241,Hero MotoCorp Unit-5,High,PLATE-H,Flat,845.8,Mumbai,Maharashtra,2026-02-24,2026-03-22,2,True,246398,Rail,In Process,
242,SO-BSP-2026-00242,CUST-0242,Bajaj Auto Unit-5,Medium,PLATE-M,Flat,827.7,Delhi,Delhi,2026-03-10,2026-04-01,12,True,232760,Rail,Pending,
243,SO-BSP-2026-00243,CUST-0243,TVS Motor Unit-5,High,SLAB-A,Semi-Finished,513.1,Kolkata,West Bengal,2026-03-19,2026-03-25,5,True,58233,Rail,Pending,Priority delivery
244,SO-BSP-2026-00244,CUST-0244,Ashok Leyland Unit-5,Medium,SLAB-B,Semi-Finished,679.3,Chennai,Tamil Nadu,2026-03-18,2026-04-03,14,True,136029,Rail,Pending,Night loading OK
245,SO-BSP-2026-00245,CUST-0245,Kirloskar Brothers Unit-5,Medium,BILLET-S,Semi-Finished,1140.4,Hyderabad,Telangana,2026-03-01,2026-03-22,2,True,160772,Rail,Pending,
246,SO-BSP-2026-00246,CUST-0246,Thermax Ltd Unit-5,High,BILLET-H,Semi-Finished,1371.1,Pune,Maharashtra,2026-03-06,2026-03-22,2,True,262899,Rail,Dispatched,
247,SO-BSP-2026-00247,CUST-0247,Cummins India Unit-5,Low,TMT-12,Long,1137.8,Ahmedabad,Gujarat,2026-02-19,2026-04-02,13,True,159786,Rail,Dispatched,
248,SO-BSP-2026-00248,CUST-0248,ABB India Unit-5,Medium,TMT-16,Long,969.8,Surat,Gujarat,2026-03-18,2026-03-27,7,True,101313,Rail,Pending,
249,SO-BSP-2026-00249,CUST-0249,Siemens India Unit-5,Low,TMT-20,Long,936.0,Jaipur,Rajasthan,2026-03-15,2026-03-24,4,True,91137,Rail,Pending,Handle with care
250,SO-BSP-2026-00250,CUST-0250,Alstom India Unit-5,High,WIRE-ROD,Long,948.6,Lucknow,Uttar Pradesh,2026-03-01,2026-03-23,3,True,104964,Rail,In Process,Day shift only
251,SO-BSP-2026-00251,CUST-0251,Tata Steel Ltd Unit-6,High,STRUCT-A,Long,746.9,Kanpur,Uttar Pradesh,2026-03-04,2026-03-23,3,True,176888,Rail,In Process,
252,SO-BSP-2026-00252,CUST-0252,JSW Steel Unit-6,High,PIG-IRON,Raw,1370.9,Nagpur,Maharashtra,2026-03-06,2026-03-23,3,True,262798,Rail,Pending,
253,SO-BSP-2026-00253,CUST-0253,RINL Vizag Unit-6,High,HR-COIL,Flat,972.5,Visakhapatnam,Andhra Pradesh,2026-02-24,2026-03-29,9,True,112876,Rail,Pending,
254,SO-BSP-2026-00254,CUST-0254,JSPL Raigarh Unit-6,Medium,CR-SHEET,Flat,796.9,Bhopal,Madhya Pradesh,2026-03-08,2026-03-30,10,True,61418,Rail,Pending,Priority delivery
255,SO-BSP-2026-00255,CUST-0255,Essar Steel Unit-6,Medium,PLATE-H,Flat,515.3,Patna,Bihar,2026-03-15,2026-03-26,6,True,59064,Rail,In Process,Handle with care
256,SO-BSP-2026-00256,CUST-0256,SAIL Durgapur Unit-6,High,PLATE-M,Flat,799.3,Ludhiana,Punjab,2026-03-13,2026-03-29,9,True,212301,Rail,In Process,
257,SO-BSP-2026-00257,CUST-0257,Bhushan Steel Unit-6,Low,SLAB-A,Semi-Finished,838.7,Agra,Uttar Pradesh,2026-02-23,2026-03-21,1,True,240977,Rail,Pending,
258,SO-BSP-2026-00258,CUST-0258,Uttam Galva Unit-6,High,SLAB-B,Semi-Finished,442.1,Vadodara,Gujarat,2026-02-26,2026-04-02,13,True,34862,Rail,Dispatched,
259,SO-BSP-2026-00259,CUST-0259,Rashtriya Ispat Nigam Unit-6,High,BILLET-S,Semi-Finished,664.8,Nashik,Maharashtra,2026-03-05,2026-03-31,11,True,28927,Rail,In Process,Handle with care
260,SO-BSP-2026-00260,CUST-0260,Kalyani Steels Unit-6,Medium,BILLET-H,Semi-Finished,1130.2,Faridabad,Haryana,2026-03-04,2026-04-01,12,True,156830,Rail,Dispatched,Handle with care
261,SO-BSP-2026-00261,CUST-0261,Mahindra Steel Unit-6,Low,TMT-12,Long,735.0,Meerut,Uttar Pradesh,2026-03-08,2026-03-28,8,True,41719,Rail,Pending,
262,SO-BSP-2026-00262,CUST-0262,L&T Construction Unit-6,High,TMT-16,Long,1333.1,Rajkot,Gujarat,2026-03-03,2026-03-27,7,True,244377,Rail,Pending,
263,SO-BSP-2026-00263,CUST-0263,Adani Ports Unit-6,High,TMT-20,Long,879.7,Coimbatore,Tamil Nadu,2026-03-01,2026-04-03,14,True,75392,Rail,Dispatched,Priority delivery
264,SO-BSP-2026-00264,CUST-0264,GMR Infrastructure Unit-6,Low,WIRE-ROD,Long,708.3,Jabalpur,Madhya Pradesh,2026-02-27,2026-03-23,3,True,41318,Rail,Dispatched,
265,SO-BSP-2026-00265,CUST-0265,Hindustan Zinc Unit-6,Low,STRUCT-A,Long,896.9,Gwalior,Madhya Pradesh,2026-02-26,2026-03-21,1,True,286735,Rail,Dispatched,
266,SO-BSP-2026-00266,CUST-0266,Vedanta Resources Unit-6,Medium,PIG-IRON,Raw,752.0,Vijayawada,Andhra Pradesh,2026-02-20,2026-03-31,11,True,45179,Rail,In Process,
267,SO-BSP-2026-00267,CUST-0267,NMDC Ltd Unit-6,Medium,HR-COIL,Flat,828.3,Jodhpur,Rajasthan,2026-02-25,2026-03-24,4,True,69489,Rail,Pending,Night loading OK
268,SO-BSP-2026-00268,CUST-0268,Coal India Ltd Unit-6,Medium,CR-SHEET,Flat,716.6,Madurai,Tamil Nadu,2026-03-10,2026-03-31,11,True,43038,Rail,Pending,
269,SO-BSP-2026-00269,CUST-0269,NTPC Ltd Unit-6,High,PLATE-H,Flat,447.7,Raipur,Chhattisgarh,2026-03-11,2026-03-21,1,True,36518,Rail,Pending,Handle with care
270,SO-BSP-2026-00270,CUST-0270,BHEL Trichy Unit-6,High,PLATE-M,Flat,395.1,Kota,Rajasthan,2026-02-22,2026-04-02,13,True,22661,Rail,Dispatched,
271,SO-BSP-2026-00271,CUST-0271,Larsen & Toubro Unit-6,High,SLAB-A,Semi-Finished,414.2,Ranchi,Jharkhand,2026-03-14,2026-04-02,13,True,27319,Rail,Pending,
272,SO-BSP-2026-00272,CUST-0272,Shapoorji Pallonji Unit-6,High,SLAB-B,Semi-Finished,480.7,Howrah,West Bengal,2026-03-05,2026-04-02,13,True,46857,Rail,In Process,
273,SO-BSP-2026-00273,CUST-0273,Gammon India Unit-6,High,BILLET-S,Semi-Finished,653.2,Dhanbad,Jharkhand,2026-03-18,2026-03-30,10,True,27029,Rail,Dispatched,Day shift only
274,SO-BSP-2026-00274,CUST-0274,Afcons Infrastructure Unit-6,Low,BILLET-H,Semi-Finished,1127.3,Jamshedpur,Jharkhand,2026-03-02,2026-03-29,9,True,155719,Rail,Dispatched,Priority delivery
275,SO-BSP-2026-00275,CUST-0275,IRB Infrastructure Unit-6,Medium,TMT-12,Long,1206.2,Bhilai,Chhattisgarh,2026-02-19,2026-03-24,4,True,187381,Rail,Dispatched,
276,SO-BSP-2026-00276,CUST-0276,HCC Ltd Unit-6,Medium,TMT-16,Long,953.1,Durgapur,West Bengal,2026-03-13,2026-04-01,12,True,96225,Rail,Pending,
