customer_id,customer_name,customer_email,industry_type,customer_priority_class,contract_type,preferred_transport_mode,credit_rating,region,destination_city
CUST-0215,Hindustan Zinc Unit-5,purchase@hindzinc.com,Mining,Low,Quarterly,Rail,BB,Bihar,Patna
CUST-0216,Vedanta Resources Unit-5,supply@vedanta.co.in,Mining,High,Quarterly,Rail,A,Punjab,Ludhiana
CUST-0217,NMDC Ltd Unit-5,logistics@nmdc.co.in,Mining,Medium,Spot,Rail,BB,Uttar Pradesh,Agra
CUST-0218,Coal India Ltd Unit-5,material@coalindia.in,Mining,Medium,Long-Term,Road,AA,Gujarat,Vadodara
CUST-0219,NTPC Ltd Unit-5,procurement@ntpc.co.in,Power,High,Annual,Road,A,Maharashtra,Nashik
CUST-0220,BHEL Trichy Unit-5,materials.trichy@bhel.in,Manufacturing,High,Spot,Rail,AA,Haryana,Faridabad
CUST-0221,Larsen & Toubro Unit-5,procurement@lntecc.com,Construction,Medium,Annual,Rail,AA,Uttar Pradesh,Meerut
CUST-0222,Shapoorji Pallonji Unit-5,logistics@shapoorji.com,Construction,Medium,Quarterly,Rail,AAA,Gujarat,Rajkot
CUST-0223,Gammon India Unit-5,supply@gammonindia.com,Construction,Low,Quarterly,Road,AAA,Tamil Nadu,Coimbatore
CUST-0224,Afcons Infrastructure Unit-5,materials@afcons.com,Construction,High,Annual,Rail,BBB,Madhya Pradesh,Jabalpur
CUST-0225,IRB Infrastructure Unit-5,logistics@irb.co.in,Infrastructure,Low,Quarterly,Rail,AA,Madhya Pradesh,Gwalior
CUST-0226,HCC Ltd Unit-5,procurement@hccindia.com,Construction,High,Annual,Road,A,Andhra Pradesh,Vijayawada
CUST-0227,NCC Ltd Unit-5,supply@nccltd.in,Construction,Low,Spot,Rail,A,Rajasthan,Jodhpur
CUST-0228,Dilip Buildcon Unit-5,logistics@dilipbuildcon.com,Infrastructure,Medium,Annual,Road,A,Tamil Nadu,Madurai
CUST-0229,PNC Infratech Unit-5,materials@pncinfratech.com,Infrastructure,Medium,Long-Term,Rail,A,Chhattisgarh,Raipur
CUST-0230,Ashoka Buildcon Unit-5,freight@ashokabuildcon.com,Infrastructure,High,Spot,Rail,AA,Rajasthan,Kota
CUST-0231,Indian Railways (SCR) Unit-5,gm.scr@indianrailways.gov.in,Railways,High,Spot,Road,BB,Jharkhand,Ranchi
CUST-0232,Indian Railways (ECR) Unit-5,gm.ecr@indianrailways.gov.in,Railways,High,Long-Term,Road,BBB,West Bengal,Howrah
CUST-0233,Indian Railways (WR) Unit-5,gm.wr@indianrailways.gov.in,Railways,High,Quarterly,Road,A,Jharkhand,Dhanbad
CUST-0234,DRDO Pune Unit-5,logistics@drdo.gov.in,Defence,High,Quarterly,Road,A,Jharkhand,Jamshedpur
CUST-0235,HAL Bengaluru Unit-5,materials@hal-india.co.in,Defence,High,Annual,Rail,AA,Chhattisgarh,Bhilai
CUST-0236,BEL Hyderabad Unit-5,procurement@bel-india.in,Defence,Low,Spot,Rail,BBB,West Bengal,Durgapur
CUST-0237,BEML Bengaluru Unit-5,supply@beml.co.in,Defence,Medium,Spot,Rail,AA,Odisha,Rourkela
CUST-0238,Maruti Suzuki Unit-5,supply.chain@maruti.co.in,Automotive,Medium,Long-Term,Rail,AAA,Uttar Pradesh,Allahabad
CUST-0239,Tata Motors Unit-5,vendor@tatamotors.com,Automotive,High,Spot,Rail,AA,Uttar Pradesh,Varanasi
CUST-0240,Mahindra & Mahindra Unit-5,supply@mahindra.com,Automotive,Medium,Quarterly,Rail,BBB,Jharkhand,Bokaro
CUST-0241,Hero MotoCorp Unit-5,procurement@heromotocorp.com,Automotive,High,Quarterly,Rail,A,Maharashtra,Mumbai
CUST-0242,Bajaj Auto Unit-5,vendor@bajajauto.com,Automotive,Medium,Quarterly,Road,BBB,Delhi,Delhi
CUST-0243,TVS Motor Unit-5,supply@tvsmotor.com,Automotive,High,Spot,Road,BBB,West Bengal,Kolkata
CUST-0244,Ashok Leyland Unit-5,materials@ashokleyland.com,Automotive,Medium,Long-Term,Rail,AA,Tamil Nadu,Chennai
CUST-0245,Kirloskar Brothers Unit-5,purchase@kirloskarbros.com,Manufacturing,Medium,Quarterly,Road,BBB,Telangana,Hyderabad
CUST-0246,Thermax Ltd Unit-5,procurement@thermax.com,Manufacturing,High,Long-Term,Road,A,Maharashtra,Pune
CUST-0247,Cummins India Unit-5,vendor@cummins.com,Manufacturing,Low,Spot,Road,A,Gujarat,Ahmedabad
CUST-0248,ABB India Unit-5,supply@abb.com,Manufacturing,Medium,Long-Term,Rail,AAA,Gujarat,Surat
CUST-0249,Siemens India Unit-5,logistics@siemens.com,Manufacturing,Low,Long-Term,Rail,BB,Rajasthan,Jaipur
CUST-0250,Alstom India Unit-5,procurement@alstom.com,Manufacturing,High,Annual,Road,AA,Uttar Pradesh,Lucknow
CUST-0251,Tata Steel Ltd Unit-6,procurement@tatasteel.com,Steel,High,Quarterly,Rail,AAA,Uttar Pradesh,Kanpur
CUST-0252,JSW Steel Unit-6,logistics@jsw.in,Steel,High,Annual,Rail,A,Maharashtra,Nagpur
CUST-0253,RINL Vizag Unit-6,dispatch@rinl.co.in,Steel,High,Annual,Rail,AAA,Andhra Pradesh,Visakhapatnam
CUST-0254,JSPL Raigarh Unit-6,supply@jspl.com,Steel,High,Quarterly,Road,AA,Madhya Pradesh,Bhopal
CUST-0255,Essar Steel Unit-6,freight@essar.com,Steel,Medium,Spot,Rail,A,Bihar,Patna
CUST-0256,SAIL Durgapur Unit-6,logistics.dsp@sail.in,Steel,High,Long-Term,Rail,AA,Punjab,Ludhiana
CUST-0257,Bhushan Steel Unit-6,purchase@bhushansteel.com,Steel,Low,Spot,Rail,BBB,Uttar Pradesh,Agra
CUST-0258,Uttam Galva Unit-6,supply@uttamgalva.com,Steel,High,Long-Term,Rail,AA,Gujarat,Vadodara
CUST-0259,Rashtriya Ispat Nigam Unit-6,logistics@rinl.co.in,Steel,High,Annual,Rail,A,Maharashtra,Nashik
CUST-0260,Kalyani Steels Unit-6,procurement@kalyanisteels.com,Steel,Medium,Spot,Road,A,Haryana,Faridabad
CUST-0261,Mahindra Steel Unit-6,steel.logistics@mahindra.com,Steel,Low,Annual,Rail,A,Uttar Pradesh,Meerut
CUST-0262,L&T Construction Unit-6,materials@larsentoubro.com,Construction,High,Spot,Road,A,Gujarat,Rajkot
CUST-0263,Adani Ports Unit-6,freight@adaniports.com,Infrastructure,High,Quarterly,Rail,A,Tamil Nadu,Coimbatore
CUST-0264,GMR Infrastructure Unit-6,logistics@gmrgroup.in,Infrastructure,Low,Quarterly,Road,BB,Madhya Pradesh,Jabalpur
CUST-0265,Hindustan Zinc Unit-6,purchase@hindzinc.com,Mining,Low,Long-Term,Rail,AA,Madhya Pradesh,Gwalior
CUST-0266,Vedanta Resources Unit-6,supply@vedanta.co.in,Mining,Medium,Quarterly,Rail,AA,Andhra Pradesh,Vijayawada
CUST-0267,NMDC Ltd Unit-6,logistics@nmdc.co.in,Mining,Medium,Spot,Rail,A,Rajasthan,Jodhpur
CUST-0268,Coal India Ltd Unit-6,material@coalindia.in,Mining,Medium,Long-Term,Rail,BBB,Tamil Nadu,Madurai
CUST-0269,NTPC Ltd Unit-6,procurement@ntpc.co.in,Power,High,Annual,Road,AAA,Chhattisgarh,Raipur
CUST-0270,BHEL Trichy Unit-6,materials.trichy@bhel.in,Manufacturing,High,Long-Term,Rail,A,Rajasthan,Kota
CUST-0271,Larsen & Toubro Unit-6,procurement@lntecc.com,Construction,Medium,Spot,Rail,BBB,Jharkhand,Ranchi
CUST-0272,Shapoorji Pallonji Unit-6,logistics@shapoorji.com,Construction,High,Quarterly,Rail,A,West Bengal,Howrah
CUST-0273,Gammon India Unit-6,supply@gammonindia.com,Construction,High,Annual,Road,BB,Jharkhand,Dhanbad
CUST-0274,Afcons Infrastructure Unit-6,materials@afcons.com,Construction,Low,Spot,Road,A,Jharkhand,Jamshedpur
CUST-0275,IRB Infrastructure Unit-6,logistics@irb.co.in,Infrastructure,Medium,Quarterly,Road,A,Chhattisgarh,Bhilai
CUST-0276,HCC Ltd Unit-6,procurement@hccindia.com,Construction,Medium,Quarterly,Road,AA,West Bengal,Durgapur
CUST-0277,NCC Ltd Unit-6,supply@nccltd.in,Construction,Medium,Long-Term,Rail,BBB,Odisha,Rourkela
CUST-0278,Dilip Buildcon Unit-6,logistics@dilipbuildcon.com,Infrastructure,Low,Annual,Road,AA,Uttar Pradesh,Allahabad
CUST-0279,PNC Infratech Unit-6,materials@pncinfratech.com,Infrastructure,High,Long-Term,Rail,A,Uttar Pradesh,Varanasi
CUST-0280,Ashoka Buildcon Unit-6,freight@ashokabuildcon.com,Infrastructure,High,Quarterly,Road,A,Jharkhand,Bokaro
CUST-0281,Indian Railways (SCR) Unit-6,gm.scr@indianrailways.gov.in,Railways,High,Quarterly,Road,A,Maharashtra,Mumbai
CUST-0282,Indian Railways (ECR) Unit-6,gm.ecr@indianrailways.gov.in,Railways,High,Spot,Road,A,Delhi,Delhi
CUST-0283,Indian Railways (WR) Unit-6,gm.wr@indianrailways.gov.in,Railways,High,Annual,Rail,A,West Bengal,Kolkata
CUST-0284,DRDO Pune Unit-6,logistics@drdo.gov.in,Defence,High,Annual,Road,BBB,Tamil Nadu,Chennai
CUST-0285,HAL Bengaluru Unit-6,materials@hal-india.co.in,Defence,High,Long-Term,Rail,A,Telangana,Hyderabad
CUST-0286,BEL Hyderabad Unit-6,procurement@bel-india.in,Defence,Low,Spot,Rail,A,Maharashtra,Pune
CUST-0287,BEML Bengaluru Unit-6,supply@beml.co.in,Defence,High,Annual,Road,AA,Gujarat,Ahmedabad
CUST-0288,Maruti Suzuki Unit-6,supply.chain@maruti.co.in,Automotive,Medium,Spot,Rail,A,Gujarat,Surat
CUST-0289,Tata Motors Unit-6,vendor@tatamotors.com,Automotive,Medium,Spot,Rail,A,Rajasthan,Jaipur
CUST-0290,Mahindra & Mahindra Unit-6,supply@mahindra.com,Automotive,Medium,Annual,Rail,AAA,Uttar Pradesh,Lucknow
CUST-0291,Hero MotoCorp Unit-6,procurement@heromotocorp.com,Automotive,Low,Annual,Rail,AAA,Uttar Pradesh,Kanpur
CUST-0292,Bajaj Auto Unit-6,vendor@bajajauto.com,Automotive,High,Long-Term,Road,A,Maharashtra,Nagpur
CUST-0293,TVS Motor Unit-6,supply@tvsmotor.com,Automotive,Low,Spot,Rail,A,Andhra Pradesh,Visakhapatnam
CUST-0294,Ashok Leyland Unit-6,materials@ashokleyland.com,Automotive,High,Quarterly,Rail,A,Madhya Pradesh,Bhopal
CUST-0295,Kirloskar Brothers Unit-6,purchase@kirloskarbros.com,Manufacturing,Medium,Long-Term,Road,AAA,Bihar,Patna
CUST-0296,Thermax Ltd Unit-6,procurement@thermax.com,Manufacturing,Medium,Long-Term,Rail,AA,Punjab,Ludhiana
CUST-0297,Cummins India Unit-6,vendor@cummins.com,Manufacturing,Low,Quarterly,Rail,AA,Uttar Pradesh,Agra
CUST-0298,ABB India Unit-6,supply@abb.com,Manufacturing,Medium,Long-Term,Road,BBB,Gujarat,Vadodara
CUST-0299,Siemens India Unit-6,logistics@siemens.com,Manufacturing,High,Long-Term,Rail,BBB,Maharashtra,Nashik
CUST-0300,Alstom India Unit-6,procurement@alstom.com,Manufacturing,High,Long-Term,Rail,AA,Haryana,Faridabad
CUST-0301,Tata Steel Ltd Unit-7,procurement@tatasteel.com,Steel,High,Annual,Road,A,Uttar Pradesh,Meerut
CUST-0302,JSW Steel Unit-7,logistics@jsw.in,Steel,High,Long-Term,Rail,AAA,Gujarat,Rajkot
CUST-0303,RINL Vizag Unit-7,dispatch@rinl.co.in,Steel,High,Spot,Road,AA,Tamil Nadu,Coimbatore
CUST-0304,JSPL Raigarh Unit-7,supply@jspl.com,Steel,Low,Quarterly,Road,AAA,Madhya Pradesh,Jabalpur
CUST-0305,Essar Steel Unit-7,freight@essar.com,Steel,Medium,Spot,Rail,AA,Madhya Pradesh,Gwalior
CUST-0306,SAIL Durgapur Unit-7,logistics.dsp@sail.in,Steel,High,Quarterly,Road,A,Andhra Pradesh,Vijayawada
CUST-0307,Bhushan Steel Unit-7,purchase@bhushansteel.com,Steel,High,Spot,Rail,BBB,Rajasthan,Jodhpur
CUST-0308,Uttam Galva Unit-7,supply@uttamgalva.com,Steel,Medium,Annual,Rail,AA,Tamil Nadu,Madurai
CUST-0309,Rashtriya Ispat Nigam Unit-7,logistics@rinl.co.in,Steel,High,Long-Term,Rail,A,Chhattisgarh,Raipur
CUST-0310,Kalyani Steels Unit-7,procurement@kalyanisteels.com,Steel,High,Quarterly,Road,A,Rajasthan,Kota
CUST-0311,Mahindra Steel Unit-7,steel.logistics@mahindra.com,Steel,Medium,Annual,Rail,BB,Jharkhand,Ranchi
CUST-0312,L&T Construction Unit-7,materials@larsentoubro.com,Construction,Low,Quarterly,Rail,A,West Bengal,Howrah
CUST-0313,Adani Ports Unit-7,freight@adaniports.com,Infrastructure,High,Spot,Road,AA,Jharkhand,Dhanbad
CUST-0314,GMR Infrastructure Unit-7,logistics@gmrgroup.in,Infrastructure,High,Long-Term,Road,A,Jharkhand,Jamshedpur
CUST-0315,Hindustan Zinc Unit-7,purchase@hindzinc.com,Mining,High,Quarterly,Road,AA,Chhattisgarh,Bhilai
CUST-0316,Vedanta Resources Unit-7,supply@vedanta.co.in,Mining,Medium,Quarterly,Rail,BB,West Bengal,Durgapur
CUST-0317,NMDC Ltd Unit-7,logistics@nmdc.co.in,Mining,Medium,Annual,Road,AA,Odisha,Rourkela
CUST-0318,Coal India Ltd Unit-7,material@coalindia.in,Mining,Medium,Annual,Rail,A,Uttar Pradesh,Allahabad
CUST-0319,NTPC Ltd Unit-7,procurement@ntpc.co.in,Power,High,Spot,Rail,AAA,Uttar Pradesh,Varanasi
CUST-0320,BHEL Trichy Unit-7,materials.trichy@bhel.in,Manufacturing,High,Quarterly,Rail,A,Jharkhand,Bokaro
CUST-0321,Larsen & Toubro Unit-7,procurement@lntecc.com,Construction,Medium,Annual,Rail,BBB,Maharashtra,Mumbai
CUST-0322,Shapoorji Pallonji Unit-7,logistics@shapoorji.com,Construction,High,Spot,Rail,A,Delhi,Delhi
CUST-0323,Gammon India Unit-7,supply@gammonindia.com,Construction,Medium,Annual,Rail,A,West Bengal,Kolkata
CUST-0324,Afcons Infrastructure Unit-7,materials@afcons.com,Construction,Low,Spot,Road,BBB,Tamil Nadu,Chennai
CUST-0325,IRB Infrastructure Unit-7,logistics@irb.co.in,Infrastructure,Low,Spot,Road,BBB,Telangana,Hyderabad
CUST-0326,HCC Ltd Unit-7,procurement@hccindia.com,Construction,High,Annual,Rail,AA,Maharashtra,Pune
CUST-0327,NCC Ltd Unit-7,supply@nccltd.in,Construction,High,Spot,Road,A,Gujarat,Ahmedabad
CUST-0328,Dilip Buildcon Unit-7,logistics@dilipbuildcon.com,Infrastructure,High,Quarterly,Rail,A,Gujarat,Surat
CUST-0329,PNC Infratech Unit-7,materials@pncinfratech.com,Infrastructure,High,Quarterly,Road,A,Rajasthan,Jaipur
CUST-0330,Ashoka Buildcon Unit-7,freight@ashokabuildcon.com,Infrastructure,Medium,Annual,Rail,AA,Uttar Pradesh,Lucknow
CUST-0331,Indian Railways (SCR) Unit-7,gm.scr@indianrailways.gov.in,Railways,High,Annual,Rail,AA,Uttar Pradesh,Kanpur
CUST-0332,Indian Railways (ECR) Unit-7,gm.ecr@indianrailways.gov.in,Railways,High,Annual,Road,BBB,Maharashtra,Nagpur
CUST-0333,Indian Railways (WR) Unit-7,gm.wr@indianrailways.gov.in,Railways,High,Long-Term,Rail,BBB,Andhra Pradesh,Visakhapatnam
CUST-0334,DRDO Pune Unit-7,logistics@drdo.gov.in,Defence,High,Annual,Road,BBB,Madhya Pradesh,Bhopal
CUST-0335,HAL Bengaluru Unit-7,materials@hal-india.co.in,Defence,High,Quarterly,Rail,BB,Bihar,Patna
CUST-0336,BEL Hyderabad Unit-7,procurement@bel-india.in,Defence,Low,Quarterly,Road,A,Punjab,Ludhiana
CUST-0337,BEML Bengaluru Unit-7,supply@beml.co.in,Defence,Low,Quarterly,Rail,BBB,Uttar Pradesh,Agra
CUST-0338,Maruti Suzuki Unit-7,supply.chain@maruti.co.in,Automotive,High,Annual,Rail,BBB,Gujarat,Vadodara
CUST-0339,Tata Motors Unit-7,vendor@tatamotors.com,Automotive,High,Annual,Road,A,Maharashtra,Nashik
CUST-0340,Mahindra & Mahindra Unit-7,supply@mahindra.com,Automotive,Low,Quarterly,Rail,A,Haryana,Faridabad
CUST-0341,Hero MotoCorp Unit-7,procurement@heromotocorp.com,Automotive,Medium,Long-Term,Rail,AA,Uttar Pradesh,Meerut
CUST-0342,Bajaj Auto Unit-7,vendor@bajajauto.com,Automotive,High,Spot,Rail,A,Gujarat,Rajkot
CUST-0343,TVS Motor Unit-7,supply@tvsmotor.com,Automotive,Medium,Quarterly,Rail,AA,Tamil Nadu,Coimbatore
CUST-0344,Ashok Leyland Unit-7,materials@ashokleyland.com,Automotive,Medium,Annual,Rail,AA,Madhya Pradesh,Jabalpur
CUST-0345,Kirloskar Brothers Unit-7,purchase@kirloskarbros.com,Manufacturing,Low,Annual,Rail,A,Madhya Pradesh,Gwalior
CUST-0346,Thermax Ltd Unit-7,procurement@thermax.com,Manufacturing,High,Annual,Road,A,Andhra Pradesh,Vijayawada
CUST-0347,Cummins India Unit-7,vendor@cummins.com,Manufacturing,Low,Annual,Road,AA,Rajasthan,Jodhpur
CUST-0348,ABB India Unit-7,supply@abb.com,Manufacturing,Low,Annual,Road,BBB,Tamil Nadu,Madurai
CUST-0349,Siemens India Unit-7,logistics@siemens.com,Manufacturing,High,Quarterly,Road,BBB,Chhattisgarh,Raipur
CUST-0350,Alstom India Unit-7,procurement@alstom.com,Manufacturing,High,Spot,Rail,AA,Rajasthan,Kota
CUST-0351,Tata Steel Ltd Unit-8,procurement@tatasteel.com,Steel,High,Quarterly,Rail,AAA,Jharkhand,Ranchi
CUST-0352,JSW Steel Unit-8,logistics@jsw.in,Steel,High,Quarterly,Rail,AA,West Bengal,Howrah
CUST-0353,RINL Vizag Unit-8,dispatch@rinl.co.in,Steel,High,Quarterly,Rail,BBB,Jharkhand,Dhanbad
CUST-0354,JSPL Raigarh Unit-8,supply@jspl.com,Steel,Medium,Annual,Road,BBB,Jharkhand,Jamshedpur
CUST-0355,Essar Steel Unit-8,freight@essar.com,Steel,Low,Long-Term,Rail,AAA,Chhattisgarh,Bhilai
CUST-0356,SAIL Durgapur Unit-8,logistics.dsp@sail.in,Steel,Low,Quarterly,Rail,BBB,West Bengal,Durgapur
CUST-0357,Bhushan Steel Unit-8,purchase@bhushansteel.com,Steel,High,Annual,Rail,AAA,Odisha,Rourkela
CUST-0358,Uttam Galva Unit-8,supply@uttamgalva.com,Steel,Low,Annual,Rail,AA,Uttar Pradesh,Allahabad
CUST-0359,Rashtriya Ispat Nigam Unit-8,logistics@rinl.co.in,Steel,High,Spot,Rail,BB,Uttar Pradesh,Varanasi
CUST-0360,Kalyani Steels Unit-8,procurement@kalyanisteels.com,Steel,Low,Quarterly,Rail,AA,Jharkhand,Bokaro
CUST-0361,Mahindra Steel Unit-8,steel.logistics@mahindra.com,Steel,Low,Quarterly,Rail,AA,Maharashtra,Mumbai
CUST-0362,L&T Construction Unit-8,materials@larsentoubro.com,Construction,Low,Quarterly,Rail,A,Delhi,Delhi
CUST-0363,Adani Ports Unit-8,freight@adaniports.com,Infrastructure,High,Annual,Rail,A,West Bengal,Kolkata
CUST-0364,GMR Infrastructure Unit-8,logistics@gmrgroup.in,Infrastructure,Low,Quarterly,Rail,BBB,Tamil Nadu,Chennai
CUST-0365,Hindustan Zinc Unit-8,purchase@hindzinc.com,Mining,High,Quarterly,Rail,BB,Telangana,Hyderabad
CUST-0366,Vedanta Resources Unit-8,supply@vedanta.co.in,Mining,Medium,Spot,Rail,AAA,Maharashtra,Pune
CUST-0367,NMDC Ltd Unit-8,logistics@nmdc.co.in,Mining,Medium,Quarterly,Rail,AAA,Gujarat,Ahmedabad
CUST-0368,Coal India Ltd Unit-8,material@coalindia.in,Mining,Medium,Quarterly,Rail,BBB,Gujarat,Surat
CUST-0369,NTPC Ltd Unit-8,procurement@ntpc.co.in,Power,High,Long-Term,Road,AA,Rajasthan,Jaipur
CUST-0370,BHEL Trichy Unit-8,materials.trichy@bhel.in,Manufacturing,High,Annual,Rail,BBB,Uttar Pradesh,Lucknow
CUST-0371,Larsen & Toubro Unit-8,procurement@lntecc.com,Construction,Medium,Long-Term,Road,A,Uttar Pradesh,Kanpur
CUST-0372,Shapoorji Pallonji Unit-8,logistics@shapoorji.com,Construction,Medium,Annual,Rail,AAA,Maharashtra,Nagpur
CUST-0373,Gammon India Unit-8,supply@gammonindia.com,Construction,Medium,Annual,Rail,BBB,Andhra Pradesh,Visakhapatnam
CUST-0374,Afcons Infrastructure Unit-8,materials@afcons.com,Construction,Medium,Annual,Rail,AA,Madhya Pradesh,Bhopal
CUST-0375,IRB Infrastructure Unit-8,logistics@irb.co.in,Infrastructure,Low,Spot,Road,A,Bihar,Patna
CUST-0376,HCC Ltd Unit-8,procurement@hccindia.com,Construction,High,Spot,Road,A,Punjab,Ludhiana
CUST-0377,NCC Ltd Unit-8,supply@nccltd.in,Construction,Low,Spot,Road,A,Uttar Pradesh,Agra
CUST-0378,Dilip Buildcon Unit-8,logistics@dilipbuildcon.com,Infrastructure,Low,Spot,Road,A,Gujarat,Vadodara
CUST-0379,PNC Infratech Unit-8,materials@pncinfratech.com,Infrastructure,Medium,Spot,Rail,A,Maharashtra,Nashik
CUST-0380,Ashoka Buildcon Unit-8,freight@ashokabuildcon.com,Infrastructure,High,Spot,Rail,BB,Haryana,Faridabad
CUST-0381,Indian Railways (SCR) Unit-8,gm.scr@indianrailways.gov.in,Railways,High,Annual,Road,BB,Uttar Pradesh,Meerut
CUST-0382,Indian Railways (ECR) Unit-8,gm.ecr@indianrailways.gov.in,Railways,High,Quarterly,Rail,A,Gujarat,Rajkot
CUST-0383,Indian Railways (WR) Unit-8,gm.wr@indianrailways.gov.in,Railways,High,Long-Term,Rail,AAA,Tamil Nadu,Coimbatore
CUST-0384,DRDO Pune Unit-8,logistics@drdo.gov.in,Defence,High,Annual,Road,A,Madhya Pradesh,Jabalpur
CUST-0385,HAL Bengaluru Unit-8,materials@hal-india.co.in,Defence,High,Quarterly,Rail,BB,Madhya Pradesh,Gwalior
CUST-0386,BEL Hyderabad Unit-8,procurement@bel-india.in,Defence,High,Spot,Rail,AA,Andhra Pradesh,Vijayawada
CUST-0387,BEML Bengaluru Unit-8,supply@beml.co.in,Defence,High,Annual,Rail,A,Rajasthan,Jodhpur
CUST-0388,Maruti Suzuki Unit-8,supply.chain@maruti.co.in,Automotive,Low,Annual,Rail,A,Tamil Nadu,Madurai
CUST-0389,Tata Motors Unit-8,vendor@tatamotors.com,Automotive,Low,Annual,Road,AAA,Chhattisgarh,Raipur
CUST-0390,Mahindra & Mahindra Unit-8,supply@mahindra.com,Automotive,High,Long-Term,Road,A,Rajasthan,Kota
CUST-0391,Hero MotoCorp Unit-8,procurement@heromotocorp.com,Automotive,Low,Annual,Rail,AA,Jharkhand,Ranchi
CUST-0392,Bajaj Auto Unit-8,vendor@bajajauto.com,Automotive,High,Spot,Rail,BBB,West Bengal,Howrah
CUST-0393,TVS Motor Unit-8,supply@tvsmotor.com,Automotive,Medium,Spot,Road,BBB,Jharkhand,Dhanbad
CUST-0394,Ashok Leyland Unit-8,materials@ashokleyland.com,Automotive,Medium,Quarterly,Road,BBB,Jharkhand,Jamshedpur
CUST-0395,Kirloskar Brothers Unit-8,purchase@kirloskarbros.com,Manufacturing,Low,Spot,Rail,A,Chhattisgarh,Bhilai
CUST-0396,Thermax Ltd Unit-8,procurement@thermax.com,Manufacturing,Low,Spot,Rail,AA,West Bengal,Durgapur
CUST-0397,Cummins India Unit-8,vendor@cummins.com,Manufacturing,High,Spot,Rail,A,Odisha,Rourkela
CUST-0398,ABB India Unit-8,supply@abb.com,Manufacturing,High,Annual,Rail,BBB,Uttar Pradesh,Allahabad
CUST-0399,Siemens India Unit-8,logistics@siemens.com,Manufacturing,High,Annual,Rail,A,Uttar Pradesh,Varanasi
CUST-0400,Alstom India Unit-8,procurement@alstom.com,Manufacturing,High,Spot,Rail,BBB,Jharkhand,Bokaro
CUST-0401,Tata Steel Ltd Unit-9,procurement@tatasteel.com,Steel,High,Annual,Road,AAA,Maharashtra,Mumbai
CUST-0402,JSW Steel Unit-9,logistics@jsw.in,Steel,High,Annual,Rail,BBB,Delhi,Delhi
CUST-0403,RINL Vizag Unit-9,dispatch@rinl.co.in,Steel,High,Annual,Rail,AAA,West Bengal,Kolkata
CUST-0404,JSPL Raigarh Unit-9,supply@jspl.com,Steel,Low,Quarterly,Rail,AA,Tamil Nadu,Chennai
CUST-0405,Essar Steel Unit-9,freight@essar.com,Steel,Medium,Long-Term,Rail,A,Telangana,Hyderabad
CUST-0406,SAIL Durgapur Unit-9,logistics.dsp@sail.in,Steel,Medium,Spot,Rail,AAA,Maharashtra,Pune
CUST-0407,Bhushan Steel Unit-9,purchase@bhushansteel.com,Steel,Medium,Long-Term,Rail,AAA,Gujarat,Ahmedabad
CUST-0408,Uttam Galva Unit-9,supply@uttamgalva.com,Steel,High,Annual,Road,AAA,Gujarat,Surat
CUST-0409,Rashtriya Ispat Nigam Unit-9,logistics@rinl.co.in,Steel,Low,Long-Term,Rail,A,Rajasthan,Jaipur
CUST-0410,Kalyani Steels Unit-9,procurement@kalyanisteels.com,Steel,High,Annual,Rail,BBB,Uttar Pradesh,Lucknow
CUST-0411,Mahindra Steel Unit-9,steel.logistics@mahindra.com,Steel,High,Quarterly,Rail,AAA,Uttar Pradesh,Kanpur
CUST-0412,L&T Construction Unit-9,materials@larsentoubro.com,Construction,High,Annual,Rail,A,Maharashtra,Nagpur
CUST-0413,Adani Ports Unit-9,freight@adaniports.com,Infrastructure,High,Long-Term,Rail,BBB,Andhra Pradesh,Visakhapatnam
CUST-0414,GMR Infrastructure Unit-9,logistics@gmrgroup.in,Infrastructure,High,Quarterly,Road,AA,Madhya Pradesh,Bhopal
CUST-0415,Hindustan Zinc Unit-9,purchase@hindzinc.com,Mining,High,Spot,Rail,AAA,Bihar,Patna
CUST-0416,Vedanta Resources Unit-9,supply@vedanta.co.in,Mining,Low,Long-Term,Road,BBB,Punjab,Ludhiana
CUST-0417,NMDC Ltd Unit-9,logistics@nmdc.co.in,Mining,Medium,Spot,Rail,BBB,Uttar Pradesh,Agra
CUST-0418,Coal India Ltd Unit-9,material@coalindia.in,Mining,Medium,Quarterly,Rail,A,Gujarat,Vadodara
CUST-0419,NTPC Ltd Unit-9,procurement@ntpc.co.in,Power,High,Long-Term,Road,BBB,Maharashtra,Nashik
CUST-0420,BHEL Trichy Unit-9,materials.trichy@bhel.in,Manufacturing,High,Spot,Rail,AAA,Haryana,Faridabad
CUST-0421,Larsen & Toubro Unit-9,procurement@lntecc.com,Construction,Medium,Quarterly,Road,AA,Uttar Pradesh,Meerut
CUST-0422,Shapoorji Pallonji Unit-9,logistics@shapoorji.com,Construction,Low,Spot,Road,A,Gujarat,Rajkot
CUST-0423,Gammon India Unit-9,supply@gammonindia.com,Construction,Low,Long-Term,Rail,AA,Tamil Nadu,Coimbatore
CUST-0424,Afcons Infrastructure Unit-9,materials@afcons.com,Construction,Medium,Annual,Road,BBB,Madhya Pradesh,Jabalpur
CUST-0425,IRB Infrastructure Unit-9,logistics@irb.co.in,Infrastructure,Medium,Annual,Rail,A,Madhya Pradesh,Gwalior
